total_baggage,total_cargo,total_mnc,total_mail,departure_airport,combined,timestamp
,,,,DUB,2024-05_MN_1053.0_3.0,2024-05-02 07:49:42
3105.00,0.00,0.00,0.00,DUB,2024-05_MN_1053.0_3.0,2024-05-02 07:49:42
,,,,DUB,2024-05_MN_1127.0_3.0,2024-05-02 07:57:28
,,,,BDL,2024-05_MN_1130.0_3.0,2024-05-02 07:50:35
0.00,0.00,0.00,0.00,BDL,2024-05_MN_1130.0_3.0,2024-05-02 07:50:35
,,,,DUB,2024-05_MN_1053.0_3.0,2024-05-02 07:57:45
1665.00,0.00,65.00,0.00,DUB,2024-05_MN_1087.0_3.0,2024-05-02 07:50:38
,,,,DUB,2024-05_MN_1069.0_3.0,2024-05-02 07:53:10
2520.00,0.00,150.00,0.00,DUB,2024-05_MN_1069.0_3.0,2024-05-02 07:53:10
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 07:54:13
4155.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 07:54:13
,,,,DUB,2024-05_MN_1069.0_3.0,2024-05-02 07:56:37
2520.00,0.00,150.00,0.00,DUB,2024-05_MN_1069.0_3.0,2024-05-02 07:56:37
,,,,DUB,2024-05_MN_1061.0_3.0,2024-05-02 07:57:18
2970.00,0.00,150.00,0.00,DUB,2024-05_MN_1061.0_3.0,2024-05-02 07:57:18
3570.00,0.00,75.00,0.00,DUB,2024-05_MN_1127.0_3.0,2024-05-02 07:57:28
,,,,DUB,2024-05_MN_1123.0_2.0,2024-05-02 07:59:48
3105.00,0.00,150.00,0.00,DUB,2024-05_MN_1053.0_3.0,2024-05-02 07:57:45
3075.00,11656.00,75.00,0.00,DUB,2024-05_MN_1123.0_2.0,2024-05-02 07:59:48
,,,,DUB,2024-05_MN_1125.0_3.0,2024-05-02 08:05:05
2625.00,0.00,0.00,0.00,DUB,2024-05_MN_1125.0_3.0,2024-05-02 08:05:05
,,,,DUB,2024-05_MN_1061.0_2.0,2024-05-02 08:03:44
2565.00,556.00,150.00,0.00,DUB,2024-05_MN_1061.0_2.0,2024-05-02 08:03:44
,,,,DUB,2024-05_MN_1125.0_3.0,2024-05-02 08:05:32
3150.00,0.00,0.00,0.00,DUB,2024-05_MN_1125.0_3.0,2024-05-02 08:05:32
,,,,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:05:36
1586.00,585.00,0.00,0.00,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:05:36
,,,,DUB,2024-05_MN_1125.0_3.0,2024-05-02 08:06:27
3150.00,0.00,75.00,0.00,DUB,2024-05_MN_1125.0_3.0,2024-05-02 08:06:27
,,,,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:14:01
1105.00,870.00,0.00,0.00,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:14:01
,,,,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:14:30
,,,,DUB,2024-05_MN_1123.0_3.0,2024-05-02 08:11:01
2700.00,0.00,0.00,0.00,DUB,2024-05_MN_1123.0_3.0,2024-05-02 08:11:01
,,,,DUB,2024-05_MN_1123.0_3.0,2024-05-02 08:11:24
2700.00,0.00,75.00,0.00,DUB,2024-05_MN_1123.0_3.0,2024-05-02 08:11:24
,,,,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:11:36
1027.00,870.00,0.00,0.00,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:11:36
,,,,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:13:54
1105.00,870.00,0.00,0.00,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:13:54
,,,,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:14:43
832.00,870.00,0.00,0.00,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:14:43
,,,,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:14:49
832.00,870.00,0.00,0.00,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:14:49
1105.00,870.00,0.00,0.00,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:14:30
,,,,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:15:59
832.00,870.00,0.00,0.00,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:15:59
,,,,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:17:55
923.00,0.00,0.00,0.00,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:17:55
,,,,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:21:21
1378.00,0.00,0.00,0.00,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:21:21
,,,,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:21:50
780.00,870.00,0.00,0.00,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:21:50
,,,,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:24:28
1586.00,585.00,0.00,0.00,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:24:28
,,,,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:27:05
1339.00,585.00,0.00,0.00,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:27:05
,,,,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:24:36
845.00,870.00,0.00,0.00,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:24:36
,,,,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:24:52
845.00,870.00,0.00,0.00,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:24:52
,,,,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:28:29
1404.00,585.00,0.00,0.00,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:28:29
,,,,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:29:21
1469.00,585.00,0.00,0.00,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:29:21
,,,,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:26:45
1339.00,585.00,0.00,0.00,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:26:45
,,,,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:28:45
1404.00,585.00,0.00,0.00,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:28:45
,,,,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:30:28
1443.00,585.00,0.00,0.00,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:30:28
,,,,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:29:46
1469.00,585.00,0.00,0.00,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:29:46
,,,,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:30:24
1443.00,585.00,0.00,0.00,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:30:24
,,,,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:37:29
2002.00,0.00,0.00,0.00,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:37:29
,,,,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:37:35
1365.00,123.00,0.00,0.00,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:37:35
,,,,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:37:42
1365.00,123.00,0.00,0.00,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:37:42
,,,,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:35:59
1378.00,0.00,0.00,0.00,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:35:59
,,,,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:36:40
1898.00,0.00,0.00,0.00,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:36:40
,,,,DUB,2024-05_MN_1107.0_3.0,2024-05-02 08:35:35
4290.00,0.00,0.00,0.00,DUB,2024-05_MN_1107.0_3.0,2024-05-02 08:35:35
,,,,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:35:03
1703.00,0.00,0.00,0.00,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:35:03
,,,,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:36:32
949.00,870.00,0.00,0.00,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:36:32
,,,,DUB,2024-05_MN_1107.0_3.0,2024-05-02 08:35:47
4290.00,0.00,75.00,0.00,DUB,2024-05_MN_1107.0_3.0,2024-05-02 08:35:47
,,,,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:37:03
,,,,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:36:06
1378.00,0.00,0.00,0.00,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:36:06
,,,,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:37:03
1898.00,0.00,0.00,0.00,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:37:03
1534.00,0.00,0.00,0.00,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:37:03
,,,,DUB,2024-05_MN_1137.0_3.0,2024-05-02 08:37:11
2850.00,0.00,75.00,0.00,DUB,2024-05_MN_1137.0_3.0,2024-05-02 08:37:11
,,,,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:37:47
1365.00,123.00,0.00,0.00,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:37:47
,,,,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:37:51
,,,,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:37:49
2002.00,0.00,0.00,0.00,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:37:49
,,,,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:38:09
1534.00,0.00,0.00,0.00,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:37:51
,,,,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:38:03
1534.00,0.00,0.00,0.00,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:38:03
1534.00,0.00,0.00,0.00,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:38:09
,,,,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:39:18
936.00,0.00,0.00,0.00,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:39:18
,,,,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:39:08
936.00,0.00,0.00,0.00,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:39:08
,,,,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:39:09
1885.00,0.00,0.00,0.00,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:39:09
,,,,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:38:48
,,,,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:41:51
1820.00,0.00,0.00,0.00,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:41:51
,,,,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:40:59
1820.00,0.00,0.00,0.00,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:40:59
,,,,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:42:24
962.00,870.00,0.00,0.00,DUB,2024-05_MN_1158.0_2.0,2024-05-02 08:42:24
,,,,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:38:40
1378.00,0.00,0.00,0.00,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:38:40
,,,,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:38:44
1378.00,0.00,0.00,0.00,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:38:44
,,,,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:39:12
936.00,0.00,0.00,0.00,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:39:12
1885.00,0.00,0.00,0.00,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:38:48
,,,,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:45:20
1404.00,123.00,0.00,0.00,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:45:20
,,,,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:40:51
1820.00,0.00,0.00,0.00,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:40:51
,,,,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:41:55
1820.00,0.00,0.00,0.00,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:41:55
,,,,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:41:47
1365.00,123.00,0.00,0.00,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:41:47
,,,,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:42:30
1560.00,585.00,0.00,0.00,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:42:30
,,,,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:42:52
1560.00,585.00,0.00,0.00,DUB,2024-05_MN_1524.0_2.0,2024-05-02 08:42:52
,,,,DUB,2024-05_MN_1162.0_2.0,2024-05-02 08:44:02
1586.00,0.00,0.00,0.00,DUB,2024-05_MN_1162.0_2.0,2024-05-02 08:44:02
,,,,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:45:08
,,,,DUB,2024-05_MN_1162.0_2.0,2024-05-02 08:43:47
1586.00,0.00,0.00,0.00,DUB,2024-05_MN_1162.0_2.0,2024-05-02 08:43:47
,,,,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:45:26
1404.00,123.00,0.00,0.00,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:45:26
,,,,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:48:59
1001.00,0.00,0.00,0.00,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:48:59
1365.00,123.00,0.00,0.00,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:45:08
,,,,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:45:31
1014.00,0.00,0.00,0.00,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:45:31
,,,,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:47:52
1924.00,0.00,0.00,0.00,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:47:52
,,,,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:48:12
,,,,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:49:03
,,,,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:47:41
1404.00,123.00,0.00,0.00,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:47:41
,,,,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:47:52
1274.00,123.00,0.00,0.00,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:47:52
,,,,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:48:35
,,,,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:47:56
1924.00,0.00,0.00,0.00,DUB,2024-05_MN_1582.0_2.0,2024-05-02 08:47:56
,,,,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:47:56
1274.00,123.00,0.00,0.00,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:47:56
1274.00,123.00,0.00,0.00,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:48:12
,,,,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:48:29
975.00,123.00,0.00,0.00,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:48:29
975.00,123.00,0.00,0.00,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:48:35
,,,,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:48:47
975.00,123.00,0.00,0.00,DUB,2024-05_MN_1392.0_2.0,2024-05-02 08:48:47
1001.00,0.00,0.00,0.00,DUB,2024-05_MN_1604.0_2.0,2024-05-02 08:49:03
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 08:50:30
3630.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 08:50:30
,,,,DUB,2024-05_MN_1127.0_2.0,2024-05-02 09:13:30
3510.00,4666.00,75.00,0.00,DUB,2024-05_MN_1127.0_2.0,2024-05-02 09:13:30
,,,,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:04:13
910.00,0.00,0.00,0.00,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:04:13
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:33:10
3825.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:33:10
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:17:45
3630.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:17:45
,,,,DUB,2024-05_MN_1117.0_2.0,2024-05-02 09:10:01
1575.00,112.00,65.00,0.00,DUB,2024-05_MN_1117.0_2.0,2024-05-02 09:10:01
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:17:18
3630.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:17:18
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:12:22
3630.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:12:22
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:17:28
3630.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:17:28
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:17:10
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:15:43
3630.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:15:43
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:17:55
3630.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:17:55
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:18:56
3630.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:18:56
,,,,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:26:54
3075.00,11656.00,75.00,0.00,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:26:54
3630.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:17:10
,,,,DUB,2024-05_MN_1162.0_2.0,2024-05-02 09:18:21
1131.00,0.00,0.00,0.00,DUB,2024-05_MN_1162.0_2.0,2024-05-02 09:18:21
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:19:24
3630.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:19:24
,,,,DUB,2024-05_MN_1061.0_2.0,2024-05-02 09:21:07
2565.00,556.00,150.00,0.00,DUB,2024-05_MN_1061.0_2.0,2024-05-02 09:21:07
,,,,DUB,2024-05_MN_1208.0_2.0,2024-05-02 09:24:20
1651.00,0.00,370.00,0.00,DUB,2024-05_MN_1208.0_2.0,2024-05-02 09:24:20
,,,,DUB,2024-05_MN_1208.0_2.0,2024-05-02 09:24:30
1651.00,0.00,370.00,0.00,DUB,2024-05_MN_1208.0_2.0,2024-05-02 09:24:30
,,,,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:28:05
3720.00,11656.00,75.00,0.00,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:28:05
,,,,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:29:39
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:27:59
3975.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:27:59
,,,,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:27:11
3525.00,11656.00,75.00,0.00,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:27:11
,,,,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:27:26
7605.00,11656.00,75.00,0.00,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:27:26
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:26:45
3750.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:26:45
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:26:53
3750.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:26:53
,,,,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:27:37
3720.00,11656.00,75.00,0.00,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:27:37
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:27:51
3975.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:27:51
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:29:03
4005.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:29:03
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:29:10
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:32:02
3900.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:32:02
,,,,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:28:41
3720.00,11656.00,75.00,0.00,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:28:41
4005.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:29:10
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:29:57
4050.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:29:57
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:30:06
4050.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:30:06
3720.00,11656.00,75.00,0.00,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:29:39
,,,,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:30:10
3720.00,11656.00,75.00,0.00,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:30:10
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:33:18
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:31:53
3900.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:31:53
,,,,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:34:17
1079.00,0.00,0.00,0.00,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:34:17
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:34:52
3405.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:34:52
3825.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:33:18
,,,,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:33:35
1027.00,0.00,0.00,0.00,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:33:35
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:34:07
3405.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:34:07
,,,,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:34:14
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:34:15
3405.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:34:15
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:34:27
3405.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:34:27
,,,,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:33:41
1027.00,0.00,0.00,0.00,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:33:41
,,,,DUB,2024-05_MN_1584.0_2.0,2024-05-02 09:34:36
1079.00,0.00,0.00,0.00,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:34:14
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:35:29
3360.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:35:29
,,,,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:35:30
2197.00,0.00,0.00,0.00,DUB,2024-05_MN_1584.0_2.0,2024-05-02 09:34:36
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:34:43
3405.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:34:43
,,,,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:34:52
1105.00,0.00,0.00,0.00,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:34:52
,,,,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:34:57
1105.00,0.00,0.00,0.00,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:34:57
,,,,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:35:09
1105.00,0.00,0.00,0.00,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:35:09
,,,,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:35:15
1105.00,0.00,0.00,0.00,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:35:15
,,,,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:35:03
1105.00,0.00,0.00,0.00,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:35:03
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:35:21
3360.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:35:21
,,,,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:35:33
1105.00,0.00,0.00,0.00,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:35:33
1105.00,0.00,0.00,0.00,DUB,2024-05_MN_1544.0_2.0,2024-05-02 09:35:30
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:35:49
3360.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:35:49
,,,,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:35:48
3720.00,11656.00,75.00,0.00,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:35:48
,,,,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:37:24
3825.00,11656.00,75.00,0.00,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:37:24
,,,,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:37:45
3825.00,11656.00,75.00,0.00,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:37:45
,,,,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:48:34
4170.00,11656.00,75.00,0.00,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:48:34
,,,,DUB,2024-05_MN_1638.0_2.0,2024-05-02 09:38:36
,,,,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:38:32
3420.00,4891.00,75.00,739.00,DUB,2024-05_MN_1105.0_2.0,2024-05-02 09:38:32
,,,,DUB,2024-05_MN_1526.0_2.0,2024-05-02 09:38:38
1430.00,0.00,0.00,0.00,DUB,2024-05_MN_1638.0_2.0,2024-05-02 09:38:36
,,,,DUB,2024-05_MN_1166.0_2.0,2024-05-02 09:39:36
1963.00,0.00,0.00,0.00,DUB,2024-05_MN_1526.0_2.0,2024-05-02 09:38:38
,,,,LHR,2024-05_MN_1167.0_2.0,2024-05-02 09:39:36
0.00,0.00,0.00,0.00,LHR,2024-05_MN_1167.0_2.0,2024-05-02 09:39:36
1521.00,0.00,0.00,0.00,DUB,2024-05_MN_1166.0_2.0,2024-05-02 09:39:36
,,,,LHR,2024-05_MN_1179.0_2.0,2024-05-02 09:40:35
0.00,0.00,0.00,0.00,LHR,2024-05_MN_1179.0_2.0,2024-05-02 09:40:35
,,,,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:40:08
3825.00,11656.00,75.00,0.00,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:40:08
,,,,DUB,2024-05_MN_1123.0_2.0,2024-05-02 09:40:33
