total_cargo,total_eic,total_mail,departure_airport,combined,timestamp
,,,DEL,2024-05_AB_2607.0_30.0,2024-04-30 04:01:12
29.00,0.00,0.00,DEL,2024-05_AB_2607.0_30.0,2024-04-30 04:01:12
,,,DEL,2024-05_AB_2607.0_30.0,2024-04-30 04:03:10
0.00,0.00,29.00,DEL,2024-05_AB_2607.0_30.0,2024-04-30 04:03:10
,,,BBI,2024-05_AB_2382.0_30.0,2024-04-30 04:10:47
433.00,0.00,0.00,BBI,2024-05_AB_2382.0_30.0,2024-04-30 04:10:47
,,,BBI,2024-05_AB_2382.0_30.0,2024-04-30 04:10:58
433.00,0.00,0.00,BBI,2024-05_AB_2382.0_30.0,2024-04-30 04:10:58
,,,DEL,2024-05_AB_2378.0_30.0,2024-04-30 04:11:13
0.00,0.00,0.00,DEL,2024-05_AB_2378.0_30.0,2024-04-30 04:11:13
,,,BOM,2024-05_AB_2172.0_30.0,2024-04-30 04:12:35
3454.00,0.00,0.00,BOM,2024-05_AB_2172.0_30.0,2024-04-30 04:12:35
,,,IXB,2024-05_AB_2373.0_30.0,2024-04-30 04:12:51
160.00,0.00,0.00,IXB,2024-05_AB_2373.0_30.0,2024-04-30 04:12:51
,,,LKO,2024-05_AB_2526.0_30.0,2024-04-30 04:21:27
33.00,0.00,0.00,LKO,2024-05_AB_2526.0_30.0,2024-04-30 04:21:27
,,,LKO,2024-05_AB_2526.0_30.0,2024-04-30 04:21:35
33.00,0.00,0.00,LKO,2024-05_AB_2526.0_30.0,2024-04-30 04:21:35
,,,LKO,2024-05_AB_2526.0_30.0,2024-04-30 04:21:40
33.00,0.00,0.00,LKO,2024-05_AB_2526.0_30.0,2024-04-30 04:21:40
,,,BOM,2024-05_AB_2172.0_30.0,2024-04-30 04:22:57
3454.00,0.00,0.00,BOM,2024-05_AB_2172.0_30.0,2024-04-30 04:22:57
,,,IXZ,2024-05_AB_2486.0_30.0,2024-04-30 04:27:07
0.00,0.00,0.00,IXZ,2024-05_AB_2486.0_30.0,2024-04-30 04:27:07
,,,IXZ,2024-05_AB_2486.0_30.0,2024-04-30 04:27:15
0.00,0.00,0.00,IXZ,2024-05_AB_2486.0_30.0,2024-04-30 04:27:15
,,,IXB,2024-05_AB_2373.0_30.0,2024-04-30 04:28:22
160.00,0.00,0.00,IXB,2024-05_AB_2373.0_30.0,2024-04-30 04:28:22
,,,DEL,2024-05_AB_2607.0_30.0,2024-04-30 04:29:44
0.00,0.00,29.00,DEL,2024-05_AB_2607.0_30.0,2024-04-30 04:29:44
,,,DEL,2024-05_AB_2607.0_30.0,2024-04-30 04:29:49
0.00,0.00,29.00,DEL,2024-05_AB_2607.0_30.0,2024-04-30 04:29:49
,,,DEL,2024-05_AB_2607.0_30.0,2024-04-30 04:31:02
0.00,0.00,29.00,DEL,2024-05_AB_2607.0_30.0,2024-04-30 04:31:02
,,,DEL,2024-05_AB_2607.0_30.0,2024-04-30 04:31:08
0.00,0.00,29.00,DEL,2024-05_AB_2607.0_30.0,2024-04-30 04:31:08
,,,BOM,2024-05_AB_2172.0_30.0,2024-04-30 04:32:31
2847.00,0.00,0.00,BOM,2024-05_AB_2172.0_30.0,2024-04-30 04:32:31
,,,BOM,2024-05_AB_2172.0_30.0,2024-04-30 04:32:57
3130.00,0.00,0.00,BOM,2024-05_AB_2172.0_30.0,2024-04-30 04:32:57
,,,BOM,2024-05_AB_2172.0_30.0,2024-04-30 04:33:16
3454.00,0.00,0.00,BOM,2024-05_AB_2172.0_30.0,2024-04-30 04:33:16
,,,PNQ,2024-05_AB_2383.0_30.0,2024-04-30 04:33:49
300.00,0.00,0.00,PNQ,2024-05_AB_2383.0_30.0,2024-04-30 04:33:49
,,,AMD,2024-05_AB_2533.0_30.0,2024-04-30 04:34:40
1432.00,0.00,0.00,AMD,2024-05_AB_2533.0_30.0,2024-04-30 04:34:40
,,,AMD,2024-05_AB_2533.0_30.0,2024-04-30 04:34:44
1432.00,0.00,0.00,AMD,2024-05_AB_2533.0_30.0,2024-04-30 04:34:44
,,,BOM,2024-05_AB_2385.0_30.0,2024-04-30 04:35:21
0.00,0.00,0.00,BOM,2024-05_AB_2385.0_30.0,2024-04-30 04:35:21
,,,BOM,2024-05_AB_2385.0_30.0,2024-04-30 04:35:24
0.00,0.00,0.00,BOM,2024-05_AB_2385.0_30.0,2024-04-30 04:35:24
,,,BOM,2024-05_AB_2385.0_30.0,2024-04-30 04:35:26
0.00,0.00,0.00,BOM,2024-05_AB_2385.0_30.0,2024-04-30 04:35:26
,,,BOM,2024-05_AB_2385.0_30.0,2024-04-30 04:35:29
0.00,0.00,0.00,BOM,2024-05_AB_2385.0_30.0,2024-04-30 04:35:29
,,,BOM,2024-05_AB_2385.0_30.0,2024-04-30 04:35:37
318.00,0.00,0.00,BOM,2024-05_AB_2385.0_30.0,2024-04-30 04:35:37
,,,BOM,2024-05_AB_2147.0_30.0,2024-04-30 04:36:06
0.00,0.00,0.00,BOM,2024-05_AB_2147.0_30.0,2024-04-30 04:36:06
,,,BOM,2024-05_AB_2147.0_30.0,2024-04-30 04:36:23
0.00,0.00,0.00,BOM,2024-05_AB_2147.0_30.0,2024-04-30 04:36:23
,,,BOM,2024-05_AB_2147.0_30.0,2024-04-30 04:36:34
0.00,0.00,0.00,BOM,2024-05_AB_2147.0_30.0,2024-04-30 04:36:34
,,,BOM,2024-05_AB_2147.0_30.0,2024-04-30 04:36:49
0.00,0.00,0.00,BOM,2024-05_AB_2147.0_30.0,2024-04-30 04:36:49
,,,GOX,2024-05_AB_2627.0_30.0,2024-04-30 04:37:17
0.00,0.00,0.00,GOX,2024-05_AB_2627.0_30.0,2024-04-30 04:37:17
,,,GOX,2024-05_AB_2627.0_30.0,2024-04-30 04:37:27
0.00,0.00,0.00,GOX,2024-05_AB_2627.0_30.0,2024-04-30 04:37:27
,,,GOX,2024-05_AB_2627.0_30.0,2024-04-30 04:37:31
0.00,0.00,0.00,GOX,2024-05_AB_2627.0_30.0,2024-04-30 04:37:31
,,,GOX,2024-05_AB_2627.0_30.0,2024-04-30 04:37:40
1500.00,0.00,0.00,GOX,2024-05_AB_2627.0_30.0,2024-04-30 04:37:40
,,,GOX,2024-05_AB_2627.0_30.0,2024-04-30 04:37:47
2038.00,0.00,0.00,GOX,2024-05_AB_2627.0_30.0,2024-04-30 04:37:47
,,,IXB,2024-05_AB_2373.0_30.0,2024-04-30 04:38:06
160.00,0.00,0.00,IXB,2024-05_AB_2373.0_30.0,2024-04-30 04:38:06
,,,COK,2024-05_AB_2519.0_30.0,2024-04-30 04:39:31
0.00,0.00,0.00,COK,2024-05_AB_2519.0_30.0,2024-04-30 04:39:31
,,,COK,2024-05_AB_2519.0_30.0,2024-04-30 04:39:36
0.00,0.00,0.00,COK,2024-05_AB_2519.0_30.0,2024-04-30 04:39:36
,,,COK,2024-05_AB_2519.0_30.0,2024-04-30 04:39:38
0.00,0.00,0.00,COK,2024-05_AB_2519.0_30.0,2024-04-30 04:39:38
,,,COK,2024-05_AB_2519.0_30.0,2024-04-30 04:39:40
0.00,0.00,0.00,COK,2024-05_AB_2519.0_30.0,2024-04-30 04:39:40
,,,COK,2024-05_AB_2519.0_30.0,2024-04-30 04:39:43
0.00,0.00,0.00,COK,2024-05_AB_2519.0_30.0,2024-04-30 04:39:43
,,,COK,2024-05_AB_2519.0_30.0,2024-04-30 04:39:46
0.00,0.00,0.00,COK,2024-05_AB_2519.0_30.0,2024-04-30 04:39:46
,,,IXB,2024-05_AB_2373.0_30.0,2024-04-30 04:39:52
160.00,0.00,0.00,IXB,2024-05_AB_2373.0_30.0,2024-04-30 04:39:52
,,,COK,2024-05_AB_2519.0_30.0,2024-04-30 04:40:07
700.00,0.00,0.00,COK,2024-05_AB_2519.0_30.0,2024-04-30 04:40:07
,,,IXB,2024-05_AB_2373.0_30.0,2024-04-30 04:45:10
160.00,0.00,0.00,IXB,2024-05_AB_2373.0_30.0,2024-04-30 04:45:10
,,,IXB,2024-05_AB_2373.0_30.0,2024-04-30 04:45:18
160.00,0.00,0.00,IXB,2024-05_AB_2373.0_30.0,2024-04-30 04:45:18
,,,BOM,2024-05_AB_2172.0_30.0,2024-04-30 04:49:22
2769.00,0.00,0.00,BOM,2024-05_AB_2172.0_30.0,2024-04-30 04:49:22
,,,BOM,2024-05_AB_2172.0_30.0,2024-04-30 04:50:00
2769.00,0.00,0.00,BOM,2024-05_AB_2172.0_30.0,2024-04-30 04:50:00
,,,DEL,2024-05_AB_2411.0_30.0,2024-04-30 04:53:44
2500.00,0.00,0.00,DEL,2024-05_AB_2411.0_30.0,2024-04-30 04:53:44
,,,DEL,2024-05_AB_2411.0_30.0,2024-04-30 04:53:48
2500.00,0.00,0.00,DEL,2024-05_AB_2411.0_30.0,2024-04-30 04:53:48
,,,BOM,2024-05_AB_2147.0_30.0,2024-04-30 04:53:56
0.00,0.00,0.00,BOM,2024-05_AB_2147.0_30.0,2024-04-30 04:53:56
,,,DEL,2024-05_AB_2411.0_30.0,2024-04-30 04:54:05
937.00,0.00,0.00,DEL,2024-05_AB_2411.0_30.0,2024-04-30 04:54:05
,,,GOX,2024-05_AB_2371.0_30.0,2024-04-30 04:54:12
0.00,0.00,0.00,GOX,2024-05_AB_2371.0_30.0,2024-04-30 04:54:12
,,,DEL,2024-05_AB_2411.0_30.0,2024-04-30 04:54:41
937.00,0.00,0.00,DEL,2024-05_AB_2411.0_30.0,2024-04-30 04:54:41
,,,DEL,2024-05_AB_2411.0_30.0,2024-04-30 04:54:46
937.00,0.00,0.00,DEL,2024-05_AB_2411.0_30.0,2024-04-30 04:54:46
,,,DEL,2024-05_AB_2406.0_30.0,2024-04-30 04:55:48
932.00,0.00,0.00,DEL,2024-05_AB_2406.0_30.0,2024-04-30 04:55:48
,,,DEL,2024-05_AB_2406.0_30.0,2024-04-30 04:56:02
1232.00,0.00,0.00,DEL,2024-05_AB_2406.0_30.0,2024-04-30 04:56:02
,,,DEL,2024-05_AB_2406.0_30.0,2024-04-30 04:56:09
2279.00,0.00,0.00,DEL,2024-05_AB_2406.0_30.0,2024-04-30 04:56:09
,,,GOX,2024-05_AB_2463.0_30.0,2024-04-30 04:57:13
618.00,0.00,0.00,GOX,2024-05_AB_2463.0_30.0,2024-04-30 04:57:13
,,,GOX,2024-05_AB_2463.0_30.0,2024-04-30 04:57:53
618.00,0.00,0.00,GOX,2024-05_AB_2463.0_30.0,2024-04-30 04:57:53
,,,GOX,2024-05_AB_2463.0_30.0,2024-04-30 04:57:59
618.00,0.00,0.00,GOX,2024-05_AB_2463.0_30.0,2024-04-30 04:57:59
,,,GOX,2024-05_AB_2463.0_30.0,2024-04-30 04:58:04
618.00,0.00,0.00,GOX,2024-05_AB_2463.0_30.0,2024-04-30 04:58:04
,,,DEL,2024-05_AB_2406.0_30.0,2024-04-30 04:59:22
2579.00,0.00,0.00,DEL,2024-05_AB_2406.0_30.0,2024-04-30 04:59:22
,,,DEL,2024-05_AB_2406.0_30.0,2024-04-30 04:59:27
2279.00,0.00,0.00,DEL,2024-05_AB_2406.0_30.0,2024-04-30 04:59:27
,,,DEL,2024-05_AB_2406.0_30.0,2024-04-30 04:59:36
2279.00,0.00,0.00,DEL,2024-05_AB_2406.0_30.0,2024-04-30 04:59:36
,,,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:00:14
618.00,0.00,0.00,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:00:14
,,,IXZ,2024-05_AB_2486.0_30.0,2024-04-30 05:00:16
0.00,0.00,0.00,IXZ,2024-05_AB_2486.0_30.0,2024-04-30 05:00:16
,,,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:00:17
618.00,0.00,0.00,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:00:17
,,,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:00:31
618.00,0.00,0.00,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:00:31
,,,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:00:33
618.00,0.00,0.00,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:00:33
,,,GOX,2024-05_AB_2534.0_30.0,2024-04-30 05:02:12
1105.00,0.00,0.00,GOX,2024-05_AB_2534.0_30.0,2024-04-30 05:02:12
,,,GOX,2024-05_AB_2534.0_30.0,2024-04-30 05:02:21
1105.00,0.00,0.00,GOX,2024-05_AB_2534.0_30.0,2024-04-30 05:02:21
,,,DEL,2024-05_AB_2607.0_30.0,2024-04-30 05:03:15
0.00,0.00,29.00,DEL,2024-05_AB_2607.0_30.0,2024-04-30 05:03:15
,,,BOM,2024-05_AB_2394.0_30.0,2024-04-30 05:03:17
1.00,0.00,0.00,BOM,2024-05_AB_2394.0_30.0,2024-04-30 05:03:17
,,,AMD,2024-05_AB_2533.0_30.0,2024-04-30 05:03:33
1432.00,0.00,0.00,AMD,2024-05_AB_2533.0_30.0,2024-04-30 05:03:33
,,,IXB,2024-05_AB_2373.0_30.0,2024-04-30 05:06:19
160.00,0.00,0.00,IXB,2024-05_AB_2373.0_30.0,2024-04-30 05:06:19
,,,IXB,2024-05_AB_2373.0_30.0,2024-04-30 05:06:36
160.00,0.00,0.00,IXB,2024-05_AB_2373.0_30.0,2024-04-30 05:06:36
,,,IXB,2024-05_AB_2373.0_30.0,2024-04-30 05:06:39
160.00,0.00,0.00,IXB,2024-05_AB_2373.0_30.0,2024-04-30 05:06:39
,,,LKO,2024-05_AB_2526.0_30.0,2024-04-30 05:06:49
33.00,0.00,0.00,LKO,2024-05_AB_2526.0_30.0,2024-04-30 05:06:49
,,,DEL,2024-05_AB_2411.0_30.0,2024-04-30 05:06:59
937.00,0.00,0.00,DEL,2024-05_AB_2411.0_30.0,2024-04-30 05:06:59
,,,LKO,2024-05_AB_2526.0_30.0,2024-04-30 05:07:05
33.00,0.00,0.00,LKO,2024-05_AB_2526.0_30.0,2024-04-30 05:07:05
,,,AMD,2024-05_AB_2533.0_30.0,2024-04-30 05:07:16
1432.00,0.00,0.00,AMD,2024-05_AB_2533.0_30.0,2024-04-30 05:07:16
,,,AMD,2024-05_AB_2533.0_30.0,2024-04-30 05:07:30
1432.00,0.00,0.00,AMD,2024-05_AB_2533.0_30.0,2024-04-30 05:07:30
,,,IXB,2024-05_AB_2373.0_30.0,2024-04-30 05:07:39
160.00,0.00,0.00,IXB,2024-05_AB_2373.0_30.0,2024-04-30 05:07:39
,,,LKO,2024-05_AB_2526.0_30.0,2024-04-30 05:07:47
33.00,0.00,0.00,LKO,2024-05_AB_2526.0_30.0,2024-04-30 05:07:47
,,,LKO,2024-05_AB_2526.0_30.0,2024-04-30 05:07:53
33.00,0.00,0.00,LKO,2024-05_AB_2526.0_30.0,2024-04-30 05:07:53
,,,LKO,2024-05_AB_2526.0_30.0,2024-04-30 05:07:57
33.00,0.00,0.00,LKO,2024-05_AB_2526.0_30.0,2024-04-30 05:07:57
,,,GOX,2024-05_AB_2371.0_30.0,2024-04-30 05:08:16
0.00,0.00,0.00,GOX,2024-05_AB_2371.0_30.0,2024-04-30 05:08:16
,,,LKO,2024-05_AB_2526.0_30.0,2024-04-30 05:08:20
33.00,0.00,0.00,LKO,2024-05_AB_2526.0_30.0,2024-04-30 05:08:20
,,,DEL,2024-05_AB_2378.0_30.0,2024-04-30 05:09:56
0.00,0.00,0.00,DEL,2024-05_AB_2378.0_30.0,2024-04-30 05:09:56
,,,DEL,2024-05_AB_2378.0_30.0,2024-04-30 05:10:00
0.00,0.00,0.00,DEL,2024-05_AB_2378.0_30.0,2024-04-30 05:10:00
,,,COK,2024-05_AB_2519.0_30.0,2024-04-30 05:10:03
604.00,0.00,0.00,COK,2024-05_AB_2519.0_30.0,2024-04-30 05:10:03
,,,DEL,2024-05_AB_2406.0_30.0,2024-04-30 05:10:13
2279.00,0.00,0.00,DEL,2024-05_AB_2406.0_30.0,2024-04-30 05:10:13
,,,COK,2024-05_AB_2519.0_30.0,2024-04-30 05:10:13
604.00,0.00,0.00,COK,2024-05_AB_2519.0_30.0,2024-04-30 05:10:13
,,,COK,2024-05_AB_2519.0_30.0,2024-04-30 05:10:18
604.00,0.00,0.00,COK,2024-05_AB_2519.0_30.0,2024-04-30 05:10:18
,,,COK,2024-05_AB_2519.0_30.0,2024-04-30 05:10:21
604.00,0.00,0.00,COK,2024-05_AB_2519.0_30.0,2024-04-30 05:10:21
,,,GWL,2024-05_AB_2148.0_30.0,2024-04-30 05:14:47
0.00,0.00,0.00,GWL,2024-05_AB_2148.0_30.0,2024-04-30 05:14:47
,,,PNQ,2024-05_AB_2383.0_30.0,2024-04-30 05:18:47
125.00,0.00,0.00,PNQ,2024-05_AB_2383.0_30.0,2024-04-30 05:18:47
,,,PNQ,2024-05_AB_2383.0_30.0,2024-04-30 05:19:01
125.00,0.00,0.00,PNQ,2024-05_AB_2383.0_30.0,2024-04-30 05:19:01
,,,PNQ,2024-05_AB_2383.0_30.0,2024-04-30 05:19:05
125.00,0.00,0.00,PNQ,2024-05_AB_2383.0_30.0,2024-04-30 05:19:05
,,,PNQ,2024-05_AB_2383.0_30.0,2024-04-30 05:19:14
125.00,0.00,0.00,PNQ,2024-05_AB_2383.0_30.0,2024-04-30 05:19:14
,,,PNQ,2024-05_AB_2383.0_30.0,2024-04-30 05:19:38
125.00,0.00,0.00,PNQ,2024-05_AB_2383.0_30.0,2024-04-30 05:19:38
,,,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:20:19
318.00,0.00,0.00,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:20:19
,,,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:20:25
318.00,0.00,0.00,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:20:25
,,,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:20:51
318.00,0.00,0.00,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:20:51
,,,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:20:55
318.00,0.00,0.00,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:20:55
,,,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:21:09
318.00,0.00,0.00,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:21:09
,,,BOM,2024-05_AB_2147.0_30.0,2024-04-30 05:21:51
0.00,0.00,0.00,BOM,2024-05_AB_2147.0_30.0,2024-04-30 05:21:51
,,,BOM,2024-05_AB_2147.0_30.0,2024-04-30 05:22:04
0.00,0.00,0.00,BOM,2024-05_AB_2147.0_30.0,2024-04-30 05:22:04
,,,BOM,2024-05_AB_2147.0_30.0,2024-04-30 05:22:30
0.00,0.00,0.00,BOM,2024-05_AB_2147.0_30.0,2024-04-30 05:22:30
,,,DEL,2024-05_AB_2378.0_30.0,2024-04-30 05:23:11
0.00,0.00,0.00,DEL,2024-05_AB_2378.0_30.0,2024-04-30 05:23:11
,,,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:24:28
0.00,0.00,0.00,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:24:28
,,,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:24:30
0.00,0.00,0.00,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:24:30
,,,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:24:51
0.00,0.00,0.00,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:24:51
,,,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:24:54
0.00,0.00,0.00,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:24:54
,,,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:25:03
0.00,0.00,0.00,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:25:03
,,,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:25:27
1078.00,0.00,0.00,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:25:27
,,,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:25:32
1078.00,0.00,0.00,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:25:32
,,,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:25:43
1178.00,0.00,0.00,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:25:43
,,,DEL,2024-05_AB_2406.0_30.0,2024-04-30 05:25:48
2279.00,0.00,0.00,DEL,2024-05_AB_2406.0_30.0,2024-04-30 05:25:48
,,,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:25:50
1178.00,0.00,0.00,BOM,2024-05_AB_2498.0_30.0,2024-04-30 05:25:50
,,,DEL,2024-05_AB_2406.0_30.0,2024-04-30 05:26:10
2279.00,0.00,0.00,DEL,2024-05_AB_2406.0_30.0,2024-04-30 05:26:10
,,,DEL,2024-05_AB_2406.0_30.0,2024-04-30 05:26:17
2279.00,0.00,0.00,DEL,2024-05_AB_2406.0_30.0,2024-04-30 05:26:17
,,,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:31:39
618.00,0.00,0.00,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:31:39
,,,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:31:47
618.00,0.00,0.00,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:31:47
,,,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:36:08
318.00,0.00,0.00,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:36:08
,,,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:36:17
318.00,0.00,0.00,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:36:17
,,,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:37:44
618.00,0.00,0.00,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:37:44
,,,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:39:35
618.00,0.00,0.00,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:39:35
,,,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:42:58
318.00,0.00,0.00,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:42:58
,,,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:43:03
318.00,0.00,0.00,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:43:03
,,,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:43:09
318.00,0.00,0.00,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:43:09
,,,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:43:38
318.00,0.00,0.00,BOM,2024-05_AB_2385.0_30.0,2024-04-30 05:43:38
,,,DEL,2024-05_AB_2378.0_30.0,2024-04-30 05:44:51
0.00,0.00,0.00,DEL,2024-05_AB_2378.0_30.0,2024-04-30 05:44:51
,,,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:50:10
618.00,0.00,0.00,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:50:10
,,,BOM,2024-05_AB_2380.0_30.0,2024-04-30 05:51:53
0.00,0.00,0.00,BOM,2024-05_AB_2380.0_30.0,2024-04-30 05:51:53
,,,BOM,2024-05_AB_2380.0_30.0,2024-04-30 05:52:26
0.00,0.00,0.00,BOM,2024-05_AB_2380.0_30.0,2024-04-30 05:52:26
,,,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:58:33
618.00,0.00,0.00,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:58:33
,,,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:59:07
618.00,0.00,0.00,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:59:07
,,,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:59:16
618.00,0.00,0.00,GOX,2024-05_AB_2463.0_30.0,2024-04-30 05:59:16
,,,COK,2024-05_AB_2519.0_30.0,2024-04-30 06:00:03
604.00,0.00,0.00,COK,2024-05_AB_2519.0_30.0,2024-04-30 06:00:03
,,,IXB,2024-05_AB_2851.0_30.0,2024-04-30 06:06:44
792.00,0.00,0.00,IXB,2024-05_AB_2851.0_30.0,2024-04-30 06:06:44
,,,IXB,2024-05_AB_2851.0_30.0,2024-04-30 06:06:57
792.00,0.00,0.00,IXB,2024-05_AB_2851.0_30.0,2024-04-30 06:06:57
,,,IXB,2024-05_AB_2851.0_30.0,2024-04-30 06:07:26
792.00,0.00,0.00,IXB,2024-05_AB_2851.0_30.0,2024-04-30 06:07:26
,,,IXB,2024-05_AB_2851.0_30.0,2024-04-30 06:07:36
792.00,0.00,0.00,IXB,2024-05_AB_2851.0_30.0,2024-04-30 06:07:36
,,,AYJ,2024-05_AB_2608.0_30.0,2024-04-30 06:08:11
0.00,0.00,0.00,AYJ,2024-05_AB_2608.0_30.0,2024-04-30 06:08:11
,,,AYJ,2024-05_AB_2608.0_30.0,2024-04-30 06:09:19
0.00,0.00,0.00,AYJ,2024-05_AB_2608.0_30.0,2024-04-30 06:09:19
,,,AYJ,2024-05_AB_2608.0_30.0,2024-04-30 06:09:26
0.00,0.00,0.00,AYJ,2024-05_AB_2608.0_30.0,2024-04-30 06:09:26
,,,BOM,2024-05_AB_2503.0_30.0,2024-04-30 06:10:59
3000.00,0.00,0.00,BOM,2024-05_AB_2503.0_30.0,2024-04-30 06:10:59
,,,BOM,2024-05_AB_2394.0_30.0,2024-04-30 06:21:13
1.00,0.00,0.00,BOM,2024-05_AB_2394.0_30.0,2024-04-30 06:21:13
,,,BOM,2024-05_AB_2394.0_30.0,2024-04-30 06:21:29
1.00,0.00,0.00,BOM,2024-05_AB_2394.0_30.0,2024-04-30 06:21:29
,,,BOM,2024-05_AB_2394.0_30.0,2024-04-30 06:21:36
1.00,0.00,0.00,BOM,2024-05_AB_2394.0_30.0,2024-04-30 06:21:36
,,,BOM,2024-05_AB_2394.0_30.0,2024-04-30 06:21:41
1.00,0.00,0.00,BOM,2024-05_AB_2394.0_30.0,2024-04-30 06:21:41
,,,BOM,2024-05_AB_2394.0_30.0,2024-04-30 06:22:37
1.00,0.00,0.00,BOM,2024-05_AB_2394.0_30.0,2024-04-30 06:22:37
,,,BOM,2024-05_AB_2394.0_30.0,2024-04-30 06:22:45
1.00,0.00,0.00,BOM,2024-05_AB_2394.0_30.0,2024-04-30 06:22:45
,,,BOM,2024-05_AB_2394.0_30.0,2024-04-30 06:22:50
1.00,0.00,0.00,BOM,2024-05_AB_2394.0_30.0,2024-04-30 06:22:50
,,,IXB,2024-05_AB_2851.0_30.0,2024-04-30 06:27:04
792.00,0.00,0.00,IXB,2024-05_AB_2851.0_30.0,2024-04-30 06:27:04
,,,BOM,2024-05_AB_2127.0_30.0,2024-04-30 06:29:36
4.00,0.00,0.00,BOM,2024-05_AB_2127.0_30.0,2024-04-30 06:29:36
,,,BOM,2024-05_AB_2127.0_30.0,2024-04-30 06:29:39
4.00,0.00,0.00,BOM,2024-05_AB_2127.0_30.0,2024-04-30 06:29:39
,,,BOM,2024-05_AB_2127.0_30.0,2024-04-30 06:29:47
4.00,0.00,0.00,BOM,2024-05_AB_2127.0_30.0,2024-04-30 06:29:47
,,,BOM,2024-05_AB_2127.0_30.0,2024-04-30 06:29:51
4.00,0.00,0.00,BOM,2024-05_AB_2127.0_30.0,2024-04-30 06:29:51
,,,BOM,2024-05_AB_2127.0_30.0,2024-04-30 06:30:08
4.00,0.00,0.00,BOM,2024-05_AB_2127.0_30.0,2024-04-30 06:30:08
,,,BOM,2024-05_AB_2127.0_30.0,2024-04-30 06:30:18
4.00,0.00,0.00,BOM,2024-05_AB_2127.0_30.0,2024-04-30 06:30:18
,,,GAU,2024-05_AB_2323.0_30.0,2024-04-30 06:33:05
117.00,0.00,0.00,GAU,2024-05_AB_2323.0_30.0,2024-04-30 06:33:05
,,,GAU,2024-05_AB_2323.0_30.0,2024-04-30 06:33:08
