cargo_estimate,mail_estimate,timestamp_estimate,combined,cargo_total,mail_total,departure_airport,timestamp_total
2000.0,34.0,2024-05-03 15:33:09,2024-05_AB_2107.0_3.0,1777.0,0.0,BOM,2024-05-03 19:05:10
2000.0,59.0,2024-05-03 14:03:52,2024-05_AB_2738.0_3.0,619.0,0.0,BOM,2024-05-03 19:02:06
2000.0,77.0,2024-05-03 14:02:29,2024-05_AB_2146.0_3.0,600.0,0.0,DEL,2024-05-03 16:12:06
2528.0,0.0,2024-05-03 13:58:18,2024-05_AB_2332.0_3.0,1678.0,0.0,AMD,2024-05-03 16:36:31
2000.0,59.0,2024-05-03 13:57:37,2024-05_AB_2643.0_3.0,1418.0,0.0,HYD,2024-05-03 16:23:17
1069.0,0.0,2024-05-03 13:56:35,2024-05_AB_2366.0_3.0,682.0,0.0,BLR,2024-05-03 15:52:41
1500.0,79.0,2024-05-03 13:49:42,2024-05_AB_2367.0_3.0,1271.0,0.0,BOM,2024-05-03 16:56:12
3000.0,42.0,2024-05-03 13:48:49,2024-05_AB_2318.0_3.0,2095.0,0.0,PNQ,2024-05-03 16:45:55
2112.0,30.0,2024-05-03 13:22:33,2024-05_AB_2508.0_3.0,2112.0,0.0,AMD,2024-05-03 15:13:36
1000.0,20.0,2024-05-03 13:19:06,2024-05_AB_2509.0_3.0,606.0,0.0,PNQ,2024-05-03 16:55:25
2500.0,79.0,2024-05-03 13:17:04,2024-05_AB_2350.0_3.0,1513.0,0.0,DEL,2024-05-03 16:48:19
392.0,0.0,2024-05-03 12:40:25,2024-05_AB_2397.0_3.0,0.0,0.0,GOX,2024-05-03 16:01:02
2301.0,28.0,2024-05-03 12:21:53,2024-05_AB_2125.0_3.0,2019.0,0.0,CCU,2024-05-03 15:39:23
500.0,5.0,2024-05-03 12:21:10,2024-05_AB_2437.0_3.0,549.0,0.0,BLR,2024-05-03 14:34:04
1500.0,38.0,2024-05-03 12:19:53,2024-05_AB_2409.0_3.0,374.0,0.0,DEL,2024-05-03 15:59:18
200.0,77.0,2024-05-03 12:17:32,2024-05_AB_2349.0_3.0,0.0,0.0,BOM,2024-05-03 13:46:39
718.0,0.0,2024-05-03 12:17:30,2024-05_AB_2551.0_3.0,752.0,0.0,PNQ,2024-05-03 15:02:11
1500.0,79.0,2024-05-03 12:06:23,2024-05_AB_2341.0_3.0,558.0,0.0,BOM,2024-05-03 15:14:48
168.0,0.0,2024-05-03 11:47:32,2024-05_AB_2630.0_3.0,0.0,0.0,DEL,2024-05-03 14:27:02
500.0,17.0,2024-05-03 11:30:15,2024-05_AB_2135.0_3.0,175.0,0.0,GAU,2024-05-03 14:55:24
185.0,0.0,2024-05-03 11:25:55,2024-05_AB_2424.0_3.0,0.0,0.0,VNS,2024-05-03 13:47:56
1800.0,52.0,2024-05-03 11:23:58,2024-05_AB_2120.0_3.0,369.0,0.0,BOM,2024-05-03 13:16:39
89.0,0.0,2024-05-03 11:16:48,2024-05_AB_2358.0_3.0,0.0,0.0,GOX,2024-05-03 13:10:37
2026.0,7.0,2024-05-03 11:03:52,2024-05_AB_2407.0_3.0,1872.0,0.0,HYD,2024-05-03 12:46:53
2300.0,0.0,2024-05-03 11:03:41,2024-05_AB_2541.0_3.0,2077.0,0.0,CCU,2024-05-03 12:22:52
1800.0,53.0,2024-05-03 11:00:31,2024-05_AB_2525.0_3.0,343.0,0.0,BOM,2024-05-03 14:43:23
723.0,0.0,2024-05-03 10:59:12,2024-05_AB_2550.0_3.0,758.0,0.0,BLR,2024-05-03 13:06:43
1150.0,4.0,2024-05-03 10:37:59,2024-05_AB_2104.0_3.0,815.0,0.0,BLR,2024-05-03 12:14:28
1500.0,14.0,2024-05-03 10:28:58,2024-05_AB_2124.0_3.0,1707.0,0.0,BOM,2024-05-03 11:59:19
1887.0,0.0,2024-05-03 10:26:32,2024-05_AB_2334.0_3.0,1967.0,0.0,DEL,2024-05-03 12:46:49
2291.0,67.0,2024-05-03 10:22:30,2024-05_AB_2629.0_3.0,2291.0,0.0,GOX,2024-05-03 11:18:52
1000.0,84.0,2024-05-03 10:11:31,2024-05_AB_2401.0_3.0,448.0,0.0,LKO,2024-05-03 13:50:45
1500.0,29.0,2024-05-03 10:09:30,2024-05_AB_2642.0_3.0,119.0,0.0,BOM,2024-05-03 13:06:36
2400.0,79.0,2024-05-03 10:08:24,2024-05_AB_2376.0_3.0,1438.0,0.0,BOM,2024-05-03 12:47:34
1222.0,17.0,2024-05-03 09:59:11,2024-05_AB_2504.0_3.0,77.0,0.0,GAU,2024-05-03 12:10:15
300.0,74.0,2024-05-03 09:51:10,2024-05_AB_2510.0_3.0,266.0,0.0,PNQ,2024-05-03 12:11:43
185.0,0.0,2024-05-03 09:45:14,2024-05_AB_2365.0_3.0,52.0,0.0,PNQ,2024-05-03 11:31:43
1500.0,37.0,2024-05-03 09:44:55,2024-05_AB_2134.0_3.0,534.0,0.0,BLR,2024-05-03 11:01:50
144.0,0.0,2024-05-03 09:40:56,2024-05_AB_2143.0_3.0,0.0,0.0,PNQ,2024-05-03 11:41:26
0.0,40.0,2024-05-03 09:33:59,2024-05_AB_2491.0_3.0,0.0,0.0,BOM,2024-05-03 11:20:24
1309.0,0.0,2024-05-03 09:23:05,2024-05_AB_2527.0_3.0,1183.0,0.0,BLR,2024-05-03 10:43:41
91.0,0.0,2024-05-03 09:05:19,2024-05_AB_2324.0_3.0,49.0,0.0,GAU,2024-05-03 10:31:05
858.0,0.0,2024-05-03 09:03:20,2024-05_AB_2432.0_3.0,1526.0,0.0,BLR,2024-05-03 10:14:29
1500.0,52.0,2024-05-03 08:49:45,2024-05_AB_2564.0_3.0,1278.0,0.0,CCU,2024-05-03 10:16:37
500.0,74.0,2024-05-03 07:41:45,2024-05_AB_2108.0_3.0,28.0,0.0,AMD,2024-05-03 09:54:55
2000.0,183.0,2024-05-03 07:09:36,2024-05_AB_2128.0_3.0,925.0,0.0,DEL,2024-05-03 11:10:54
2000.0,138.0,2024-05-03 07:09:10,2024-05_AB_2628.0_3.0,2291.0,0.0,BLR,2024-05-03 09:29:52
1200.0,112.0,2024-05-03 07:01:35,2024-05_AB_2386.0_3.0,1015.0,47.0,IXB,2024-05-03 09:26:58
500.0,252.0,2024-05-03 07:00:44,2024-05_AB_2379.0_3.0,0.0,0.0,GOX,2024-05-03 09:22:04
260.0,93.0,2024-05-03 05:48:04,2024-05_AB_2384.0_3.0,99.0,0.0,BBI,2024-05-03 09:47:39
3000.0,9.0,2024-05-03 05:46:49,2024-05_AB_2503.0_3.0,1702.0,0.0,BOM,2024-05-03 08:13:15
1062.0,0.0,2024-05-03 05:36:55,2024-05_AB_2497.0_3.0,0.0,0.0,VNS,2024-05-03 09:59:30
284.0,0.0,2024-05-03 05:36:36,2024-05_AB_2142.0_3.0,0.0,0.0,GOX,2024-05-03 09:33:10
200.0,45.0,2024-05-03 05:29:24,2024-05_AB_2465.0_3.0,0.0,0.0,GOX,2024-05-03 08:40:04
1000.0,80.0,2024-05-03 05:02:27,2024-05_AB_2364.0_3.0,1627.0,0.0,BLR,2024-05-03 09:53:54
2000.0,56.0,2024-05-03 04:59:14,2024-05_AB_2323.0_3.0,2065.0,0.0,GAU,2024-05-03 07:10:15
2500.0,173.0,2024-05-03 04:53:19,2024-05_AB_2451.0_3.0,2235.0,0.0,BOM,2024-05-03 09:08:11
1000.0,76.0,2024-05-03 04:52:47,2024-05_AB_2486.0_3.0,872.0,0.0,MAA,2024-05-03 07:57:27
500.0,12.0,2024-05-03 04:50:12,2024-05_AB_2563.0_3.0,336.0,0.0,PNQ,2024-05-03 06:57:25
1079.0,0.0,2024-05-03 04:45:32,2024-05_AB_2173.0_3.0,780.0,0.0,CCU,2024-05-03 07:53:33
2079.0,0.0,2024-05-03 03:43:35,2024-05_AB_2608.0_3.0,1340.0,0.0,DEL,2024-05-03 08:54:01
1059.0,0.0,2024-05-03 03:43:01,2024-05_AB_2431.0_3.0,1815.0,43.0,HYD,2024-05-03 08:42:22
1032.0,0.0,2024-05-03 03:42:36,2024-05_AB_2851.0_3.0,673.0,0.0,IXB,2024-05-03 06:43:32
1584.0,0.0,2024-05-03 03:41:36,2024-05_AB_2110.0_3.0,1717.0,0.0,BOM,2024-05-03 08:54:55
500.0,38.0,2024-05-03 03:36:03,2024-05_AB_2526.0_3.0,130.0,0.0,LKO,2024-05-03 05:57:32
1597.0,0.0,2024-05-03 03:27:53,2024-05_AB_2498.0_3.0,1354.0,0.0,BOM,2024-05-03 07:09:48
1843.0,0.0,2024-05-03 03:27:37,2024-05_AB_2127.0_3.0,1679.0,0.0,BOM,2024-05-03 08:25:13
2500.0,48.0,2024-05-03 03:25:48,2024-05_AB_2572.0_3.0,677.0,0.0,BLR,2024-05-03 06:42:22
100.0,23.0,2024-05-03 03:23:04,2024-05_AB_2613.0_3.0,0.0,0.0,VNS,2024-05-03 06:46:57
300.0,94.0,2024-05-03 03:22:51,2024-05_AB_2519.0_3.0,0.0,0.0,COK,2024-05-03 06:01:45
1500.0,35.0,2024-05-03 03:22:30,2024-05_AB_2377.0_3.0,1899.0,0.0,BLR,2024-05-03 08:46:22
200.0,64.0,2024-05-03 02:56:19,2024-05_AB_2380.0_3.0,0.0,0.0,BOM,2024-05-03 07:33:33
800.0,29.0,2024-05-03 02:55:34,2024-05_AB_2534.0_3.0,731.0,0.0,GOX,2024-05-03 07:13:58
2000.0,25.0,2024-05-03 02:51:38,2024-05_AB_2373.0_3.0,1484.0,0.0,IXB,2024-05-03 05:11:08
199.0,0.0,2024-05-03 02:40:25,2024-05_AB_2533.0_3.0,0.0,0.0,AMD,2024-05-03 04:28:49
800.0,55.0,2024-05-03 02:11:47,2024-05_AB_2627.0_3.0,3102.0,0.0,GOX,2024-05-03 07:12:21
800.0,59.0,2024-05-03 02:08:55,2024-05_AB_2463.0_3.0,1043.0,0.0,GOX,2024-05-03 05:44:35
200.0,25.0,2024-05-03 01:34:28,2024-05_AB_2394.0_3.0,0.0,0.0,BOM,2024-05-03 07:02:47
600.0,87.0,2024-05-03 01:24:21,2024-05_AB_2562.0_3.0,273.0,0.0,CCU,2024-05-03 03:27:05
2500.0,27.0,2024-05-03 01:05:23,2024-05_AB_2342.0_3.0,2272.0,0.0,AMD,2024-05-03 02:58:34
2000.0,142.0,2024-05-03 01:05:12,2024-05_AB_2385.0_3.0,1900.0,0.0,BOM,2024-05-03 05:56:43
3500.0,34.0,2024-05-03 01:04:05,2024-05_AB_2411.0_3.0,898.0,0.0,DEL,2024-05-03 05:09:24
3000.0,29.0,2024-05-03 01:02:55,2024-05_AB_2172.0_3.0,3569.0,0.0,BOM,2024-05-03 04:55:53
500.0,47.0,2024-05-03 01:01:59,2024-05_AB_2492.0_3.0,0.0,0.0,VNS,2024-05-03 03:47:49
2687.0,71.0,2024-05-03 01:00:09,2024-05_AB_2524.0_3.0,3121.0,0.0,BOM,2024-05-03 03:36:37
3000.0,4.0,2024-05-03 01:00:06,2024-05_AB_2781.0_3.0,2958.0,0.0,BOM,2024-05-03 03:07:04
2200.0,44.0,2024-05-03 00:58:08,2024-05_AB_2518.0_3.0,2791.0,0.0,BOM,2024-05-03 03:36:56
1063.0,0.0,2024-05-03 00:52:06,2024-05_AB_2612.0_3.0,0.0,0.0,BLR,2024-05-03 03:23:14
872.0,0.0,2024-05-03 00:51:42,2024-05_AB_2850.0_3.0,17.0,0.0,BLR,2024-05-03 02:55:18
27.0,0.0,2024-05-03 00:51:02,2024-05_AB_2378.0_3.0,0.0,0.0,DEL,2024-05-03 05:37:51
29.0,0.0,2024-05-03 00:50:39,2024-05_AB_2607.0_3.0,0.0,0.0,DEL,2024-05-03 05:03:21
3020.0,0.0,2024-05-03 00:50:17,2024-05_AB_2625.0_3.0,3102.0,0.0,DEL,2024-05-03 03:38:48
2512.0,0.0,2024-05-03 00:49:56,2024-05_AB_2719.0_3.0,1544.0,0.0,DEL,2024-05-03 02:56:01
200.0,90.0,2024-05-03 00:34:56,2024-05_AB_2638.0_3.0,137.0,0.0,SXR,2024-05-03 02:41:42
1500.0,24.0,2024-05-03 00:04:46,2024-05_AB_2462.0_3.0,1774.0,0.0,BLR,2024-05-03 04:08:46
1000.0,19.0,2024-05-02 23:45:43,2024-05_AB_2375.0_3.0,35.0,0.0,BLR,2024-05-03 02:12:51
1800.0,239.0,2024-05-02 23:35:26,2024-05_AB_2405.0_3.0,2086.0,0.0,HYD,2024-05-03 02:14:03
3454.0,95.0,2024-05-02 23:34:46,2024-05_AB_2410.0_3.0,3454.0,0.0,BOM,2024-05-03 02:02:31
1500.0,16.0,2024-05-02 23:31:43,2024-05_AB_2485.0_3.0,1351.0,0.0,MAA,2024-05-03 01:48:45
800.0,90.0,2024-05-02 23:25:25,2024-05_AB_2372.0_3.0,515.0,0.0,BLR,2024-05-03 01:37:07
800.0,67.0,2024-05-02 23:22:11,2024-05_AB_2421.0_3.0,325.0,0.0,BLR,2024-05-03 00:49:21
0.0,378.0,2024-05-02 22:06:54,2024-05_AB_2355.0_3.0,0.0,0.0,DEL,2024-05-03 01:58:19
1000.0,334.0,2024-05-02 22:04:20,2024-05_AB_2312.0_3.0,1476.0,0.0,PNQ,2024-05-03 01:14:46
2800.0,204.0,2024-05-02 22:02:40,2024-05_AB_2325.0_3.0,2368.0,0.0,BLR,2024-05-03 01:00:54
1500.0,264.0,2024-05-02 22:01:27,2024-05_AB_2109.0_3.0,1850.0,0.0,BLR,2024-05-03 00:36:57
2800.0,209.0,2024-05-02 21:59:32,2024-05_AB_2736.0_3.0,2888.0,0.0,BLR,2024-05-03 00:23:58
2500.0,367.0,2024-05-02 21:58:28,2024-05_AB_2561.0_3.0,1228.0,0.0,BLR,2024-05-03 00:32:23
170.0,0.0,2024-05-02 19:27:33,2024-05_AB_2624.0_3.0,0.0,0.0,GOX,2024-05-02 23:55:25
3000.0,224.0,2024-05-02 19:21:34,2024-05_AB_2340.0_3.0,2171.0,0.0,BLR,2024-05-02 23:26:38
3000.0,179.0,2024-05-02 19:20:48,2024-05_AB_2311.0_2.0,3176.0,0.0,BLR,2024-05-02 22:54:47
3000.0,283.0,2024-05-02 19:20:03,2024-05_AB_2359.0_2.0,2926.0,0.0,BLR,2024-05-02 22:39:12
3500.0,412.0,2024-05-02 19:02:31,2024-05_AB_2145.0_3.0,3002.0,0.0,AMD,2024-05-03 00:39:04
1500.0,295.0,2024-05-02 19:01:25,2024-05_AB_2637.0_3.0,920.0,0.0,BOM,2024-05-02 23:13:16
2500.0,244.0,2024-05-02 18:58:13,2024-05_AB_2505.0_3.0,174.0,0.0,AMD,2024-05-02 23:23:01
2000.0,79.0,2024-05-02 14:59:53,2024-05_AB_2439.0_3.0,2109.0,0.0,BOM,2024-05-02 18:28:38
2000.0,23.0,2024-05-02 14:44:37,2024-05_AB_2107.0_2.0,142.0,0.0,BOM,2024-05-02 19:10:26
1500.0,4.0,2024-05-02 14:27:40,2024-05_AB_2367.0_2.0,1510.0,0.0,BOM,2024-05-02 16:47:58
163.0,54.0,2024-05-02 14:15:56,2024-05_AB_2509.0_2.0,163.0,0.0,PNQ,2024-05-02 16:33:02
2000.0,76.0,2024-05-02 14:09:10,2024-05_AB_2738.0_2.0,2076.0,0.0,BOM,2024-05-02 18:50:50
3500.0,64.0,2024-05-02 14:07:45,2024-05_AB_2350.0_2.0,1939.0,0.0,DEL,2024-05-02 16:50:03
2500.0,57.0,2024-05-02 14:01:04,2024-05_AB_2146.0_2.0,1187.0,0.0,DEL,2024-05-02 15:43:19
800.0,71.0,2024-05-02 13:59:45,2024-05_AB_2643.0_2.0,731.0,0.0,HYD,2024-05-02 15:57:34
1500.0,29.0,2024-05-02 13:42:11,2024-05_AB_2409.0_2.0,604.0,0.0,DEL,2024-05-02 15:29:52
1494.0,0.0,2024-05-02 13:40:07,2024-05_AB_2341.0_2.0,1414.0,0.0,BOM,2024-05-02 15:42:37
300.0,18.0,2024-05-02 13:19:06,2024-05_AB_2551.0_2.0,0.0,0.0,PNQ,2024-05-02 15:25:55
0.0,65.0,2024-05-02 13:07:04,2024-05_AB_2630.0_2.0,0.0,0.0,DEL,2024-05-02 14:30:45
2800.0,51.0,2024-05-02 13:06:12,2024-05_AB_2318.0_2.0,3126.0,0.0,PNQ,2024-05-02 17:21:03
1600.0,48.0,2024-05-02 12:31:16,2024-05_AB_2125.0_2.0,1569.0,0.0,CCU,2024-05-02 15:12:05
800.0,67.0,2024-05-02 12:30:42,2024-05_AB_2437.0_2.0,267.0,0.0,BLR,2024-05-02 14:20:34
200.0,68.0,2024-05-02 12:26:46,2024-05_AB_2135.0_2.0,0.0,0.0,GAU,2024-05-02 14:47:31
3000.0,79.0,2024-05-02 12:08:07,2024-05_AB_2332.0_2.0,1555.0,0.0,AMD,2024-05-02 16:47:48
1064.0,35.0,2024-05-02 12:06:36,2024-05_AB_2366.0_2.0,696.0,0.0,BLR,2024-05-02 15:59:32
800.0,72.0,2024-05-02 11:52:32,2024-05_AB_7597.0_2.0,1156.0,0.0,BOM,2024-05-02 14:38:12
987.0,0.0,2024-05-02 11:36:19,2024-05_AB_2397.0_2.0,872.0,0.0,GOX,2024-05-02 15:49:40
200.0,22.0,2024-05-02 11:07:57,2024-05_AB_2349.0_2.0,0.0,0.0,BOM,2024-05-02 13:43:51
1800.0,27.0,2024-05-02 11:06:13,2024-05_AB_2120.0_2.0,357.0,0.0,BOM,2024-05-02 13:09:56
2780.0,79.0,2024-05-02 11:03:03,2024-05_AB_2407.0_2.0,1869.0,0.0,HYD,2024-05-02 12:48:43
3000.0,26.0,2024-05-02 10:45:19,2024-05_AB_2508.0_2.0,2225.0,0.0,AMD,2024-05-02 14:54:54
1479.0,0.0,2024-05-02 10:33:02,2024-05_AB_2525.0_2.0,182.0,0.0,BOM,2024-05-02 14:56:53
100.0,79.0,2024-05-02 10:31:06,2024-05_AB_2424.0_2.0,0.0,0.0,VNS,2024-05-02 13:49:30
1000.0,64.0,2024-05-02 10:29:06,2024-05_AB_2104.0_2.0,260.0,0.0,BLR,2024-05-02 12:11:40
200.0,224.0,2024-05-02 10:24:27,2024-05_AB_2358.0_2.0,0.0,0.0,GOX,2024-05-02 12:52:19
428.0,80.0,2024-05-02 10:24:19,2024-05_AB_2124.0_2.0,428.0,0.0,BOM,2024-05-02 12:26:38
571.0,79.0,2024-05-02 10:23:15,2024-05_AB_2629.0_2.0,1858.0,0.0,GOX,2024-05-02 11:15:39
500.0,108.0,2024-05-02 10:21:50,2024-05_AB_2550.0_2.0,124.0,0.0,BLR,2024-05-02 12:49:42
1500.0,6.0,2024-05-02 10:11:55,2024-05_AB_2642.0_2.0,23.0,0.0,BOM,2024-05-02 13:32:26
1500.0,34.0,2024-05-02 10:10:55,2024-05_AB_2376.0_2.0,2733.0,0.0,BOM,2024-05-02 12:46:40
1141.0,48.0,2024-05-02 10:09:49,2024-05_AB_2504.0_2.0,94.0,0.0,GAU,2024-05-02 11:57:49
3000.0,71.0,2024-05-02 10:08:30,2024-05_AB_2334.0_2.0,2368.0,0.0,DEL,2024-05-02 12:43:53
300.0,74.0,2024-05-02 10:00:41,2024-05_AB_2510.0_2.0,119.0,0.0,PNQ,2024-05-02 12:05:10
477.0,55.0,2024-05-02 09:57:58,2024-05_AB_2365.0_2.0,477.0,0.0,PNQ,2024-05-02 11:36:30
300.0,34.0,2024-05-02 09:55:51,2024-05_AB_2143.0_2.0,0.0,0.0,PNQ,2024-05-02 11:05:41
0.0,60.0,2024-05-02 09:34:28,2024-05_AB_1071.0_2.0,0.0,0.0,DOH,2024-05-02 17:22:59
200.0,35.0,2024-05-02 09:33:21,2024-05_AB_1070.0_2.0,0.0,0.0,BOM,2024-05-02 12:34:51
700.0,4.0,2024-05-02 09:30:36,2024-05_AB_2491.0_2.0,0.0,0.0,BOM,2024-05-02 11:17:55
800.0,78.0,2024-05-02 09:30:27,2024-05_AB_2541.0_2.0,780.0,0.0,CCU,2024-05-02 11:44:47
800.0,89.0,2024-05-02 09:28:56,2024-05_AB_2432.0_2.0,280.0,0.0,BLR,2024-05-02 10:14:55
1198.0,0.0,2024-05-02 08:53:39,2024-05_AB_2134.0_2.0,636.0,0.0,BLR,2024-05-02 11:00:15
200.0,5.0,2024-05-02 08:52:51,2024-05_AB_2324.0_2.0,41.0,0.0,GAU,2024-05-02 10:29:01
1422.0,0.0,2024-05-02 08:49:48,2024-05_AB_2527.0_2.0,580.0,0.0,BLR,2024-05-02 10:06:38
1000.0,3.0,2024-05-02 08:10:53,2024-05_AB_2564.0_2.0,0.0,0.0,CCU,2024-05-02 10:14:21
617.0,0.0,2024-05-02 07:17:13,2024-05_AB_2497.0_2.0,1.0,0.0,VNS,2024-05-02 10:09:37
2079.0,0.0,2024-05-02 07:16:33,2024-05_AB_2108.0_2.0,1756.0,0.0,AMD,2024-05-02 09:53:08
24.0,0.0,2024-05-02 07:09:17,2024-05_AB_2142.0_2.0,0.0,0.0,GOX,2024-05-02 10:49:05
2000.0,1.0,2024-05-02 07:06:21,2024-05_AB_2128.0_2.0,1178.0,0.0,DEL,2024-05-02 10:13:35
211.0,12.0,2024-05-02 07:03:10,2024-05_AB_2384.0_2.0,0.0,0.0,BBI,2024-05-02 09:43:54
800.0,95.0,2024-05-02 07:01:55,2024-05_AB_2628.0_2.0,1858.0,0.0,BLR,2024-05-02 09:19:55
2628.0,71.0,2024-05-02 07:01:08,2024-05_AB_2110.0_2.0,0.0,0.0,BOM,2024-05-02 09:00:21
2469.0,75.0,2024-05-02 06:45:04,2024-05_AB_2431.0_2.0,2397.0,0.0,HYD,2024-05-02 08:42:54
530.0,0.0,2024-05-02 05:32:38,2024-05_AB_2323.0_2.0,437.0,0.0,GAU,2024-05-02 07:06:32
1012.0,0.0,2024-05-02 05:06:48,2024-05_AB_2364.0_2.0,544.0,0.0,BLR,2024-05-02 09:00:13
1002.0,0.0,2024-05-02 05:05:54,2024-05_AB_2386.0_2.0,67.0,0.0,IXB,2024-05-02 08:52:50
1255.0,81.0,2024-05-02 05:05:47,2024-05_AB_2379.0_2.0,0.0,0.0,GOX,2024-05-02 09:08:15
3554.0,0.0,2024-05-02 05:05:20,2024-05_AB_2608.0_2.0,649.0,0.0,DEL,2024-05-02 09:26:25
54.0,0.0,2024-05-02 05:04:20,2024-05_AB_2465.0_2.0,0.0,0.0,GOX,2024-05-02 08:45:23
2529.0,0.0,2024-05-02 05:03:57,2024-05_AB_2451.0_2.0,341.0,0.0,BOM,2024-05-02 08:44:22
1048.0,0.0,2024-05-02 05:03:33,2024-05_AB_2173.0_2.0,751.0,0.0,CCU,2024-05-02 07:45:28
3000.0,24.0,2024-05-02 04:25:25,2024-05_AB_2503.0_2.0,1222.0,0.0,BOM,2024-05-02 08:28:29
500.0,75.0,2024-05-02 04:23:02,2024-05_AB_2486.0_2.0,0.0,0.0,MAA,2024-05-02 07:30:57
100.0,63.0,2024-05-02 04:20:59,2024-05_AB_2563.0_2.0,0.0,0.0,PNQ,2024-05-02 07:09:46
500.0,89.0,2024-05-02 04:19:05,2024-05_AB_2394.0_2.0,0.0,0.0,BOM,2024-05-02 07:08:37
14.0,0.0,2024-05-02 03:36:06,2024-05_AB_2607.0_2.0,0.0,0.0,DEL,2024-05-02 04:59:42
1000.0,38.0,2024-05-02 03:28:31,2024-05_AB_2377.0_2.0,412.0,0.0,BLR,2024-05-02 08:31:35
200.0,34.0,2024-05-02 03:27:46,2024-05_AB_2380.0_2.0,0.0,0.0,BOM,2024-05-02 08:16:22
1300.0,90.0,2024-05-02 03:21:52,2024-05_AB_2519.0_2.0,1156.0,0.0,COK,2024-05-02 06:00:30
1500.0,82.0,2024-05-02 03:15:40,2024-05_AB_2498.0_2.0,471.0,0.0,BOM,2024-05-02 07:33:50
2000.0,92.0,2024-05-02 03:15:07,2024-05_AB_2627.0_2.0,2072.0,0.0,GOX,2024-05-02 07:03:27
800.0,28.0,2024-05-02 02:39:25,2024-05_AB_2572.0_2.0,355.0,0.0,BLR,2024-05-02 07:04:23
0.0,26.0,2024-05-02 02:30:24,2024-05_AB_2378.0_2.0,0.0,0.0,DEL,2024-05-02 05:22:38
3500.0,79.0,2024-05-02 02:29:51,2024-05_AB_2406.0_2.0,3121.0,0.0,DEL,2024-05-02 05:29:25
3000.0,94.0,2024-05-02 02:27:23,2024-05_AB_2411.0_2.0,2105.0,0.0,DEL,2024-05-02 05:12:48
1032.0,0.0,2024-05-02 02:10:43,2024-05_AB_2613.0_2.0,0.0,0.0,VNS,2024-05-02 06:43:29
1866.0,0.0,2024-05-02 02:10:13,2024-05_AB_2127.0_2.0,0.0,0.0,BOM,2024-05-02 07:27:20
258.0,0.0,2024-05-02 02:09:43,2024-05_AB_2851.0_2.0,37.0,0.0,IXB,2024-05-02 06:40:13
874.0,0.0,2024-05-02 02:09:25,2024-05_AB_2463.0_2.0,0.0,0.0,GOX,2024-05-02 05:56:24
200.0,36.0,2024-05-02 01:56:58,2024-05_AB_2371.0_2.0,0.0,0.0,GOX,2024-05-02 05:00:19
500.0,84.0,2024-05-02 01:54:38,2024-05_AB_2526.0_2.0,379.0,0.0,LKO,2024-05-02 05:24:43
500.0,28.0,2024-05-02 01:39:23,2024-05_AB_2562.0_2.0,0.0,0.0,CCU,2024-05-02 03:39:28
148.0,0.0,2024-05-02 01:27:28,2024-05_AB_2373.0_2.0,0.0,0.0,IXB,2024-05-02 04:47:32
500.0,69.0,2024-05-02 01:01:51,2024-05_AB_2533.0_2.0,0.0,0.0,AMD,2024-05-02 05:06:04
3000.0,98.0,2024-05-02 00:59:38,2024-05_AB_2172.0_2.0,2123.0,0.0,BOM,2024-05-02 04:44:02
932.0,87.0,2024-05-02 00:58:48,2024-05_AB_2462.0_2.0,306.0,0.0,BLR,2024-05-02 03:29:21
100.0,22.0,2024-05-02 00:56:56,2024-05_AB_2612.0_2.0,0.0,0.0,BLR,2024-05-02 03:24:03
2500.0,6.0,2024-05-02 00:56:00,2024-05_AB_2342.0_2.0,2795.0,0.0,AMD,2024-05-02 03:13:06
3274.0,0.0,2024-05-02 00:48:42,2024-05_AB_2102.0_2.0,1889.0,0.0,AMD,2024-05-02 03:45:19
0.0,89.0,2024-05-02 00:47:59,2024-05_AB_2638.0_2.0,100.0,0.0,SXR,2024-05-02 02:45:34
457.0,0.0,2024-05-02 00:46:36,2024-05_AB_2492.0_2.0,0.0,0.0,VNS,2024-05-02 03:44:01
298.0,0.0,2024-05-02 00:45:48,2024-05_AB_2850.0_2.0,154.0,0.0,BLR,2024-05-02 03:02:03
2027.0,0.0,2024-05-02 00:44:36,2024-05_AB_2385.0_2.0,980.0,0.0,BOM,2024-05-02 05:49:07
2500.0,12.0,2024-05-02 00:44:30,2024-05_AB_2719.0_2.0,1647.0,0.0,DEL,2024-05-02 02:47:17
584.0,0.0,2024-05-02 00:43:09,2024-05_AB_2781.0_2.0,556.0,0.0,BOM,2024-05-02 02:24:48
300.0,73.0,2024-05-02 00:37:09,2024-05_AB_2372.0_2.0,0.0,0.0,GAU,2024-05-02 02:56:40
3000.0,17.0,2024-05-02 00:36:22,2024-05_AB_2625.0_2.0,2072.0,0.0,DEL,2024-05-02 03:43:06
2200.0,95.0,2024-05-02 00:35:13,2024-05_AB_2518.0_2.0,342.0,0.0,BOM,2024-05-02 03:32:01
2800.0,34.0,2024-05-02 00:29:29,2024-05_AB_2524.0_2.0,1442.0,0.0,BOM,2024-05-02 02:59:11
500.0,43.0,2024-05-01 23:51:18,2024-05_AB_2375.0_2.0,0.0,0.0,BLR,2024-05-02 02:13:38
692.0,2.0,2024-05-01 23:49:23,2024-05_AB_2410.0_2.0,692.0,0.0,BOM,2024-05-02 01:59:17
