user_name,UpdateTransitLoadTableAction,StorePaxDataGuiAction,SendLoadingInstructionAction,AcceptTransitDataAction,SendPostDepartureMessagesAction,SpecialPaxWeightAction,CreatePostDepartureMessagesAction,CreateLoadsheetAction,CreateLoadingInstructionAction,StoreAircraftDataAction,CopyPaxLoadDataAction,CopyPaxDataAction,CopyLoadItemsAction,CopyCargoTableAction,RampFinalAction,CloseLegAction,UpdateCargoMailEstimatesAction,CargoFinalAction,UpdateHistoricalFlightLegInfoAction,AssignUnassignViewAction,UpdateSupplementaryInfoAction,AcceptTransitNotocAction,AcceptTransitLoadAction,GetCabinConfigurationsAction,UpdateFuelDataAction,UpdateLoadTableAction,AutoLoadULDAction,CreateBaggageLoadItemsAction,AssignLoadplanAction,FuelDataInitializer,CalculateWeightAndTrimAction,UpdateCrewDataAction,EstimateStorePaxDataAction,TransferCargoAction,CreateZFWMessageAction,AssignLCCAction,UpdateFlightAction,AutoLoadBulkAction,StorePaxDataAction,StoreRegistrationAndConfigurationAc,ResetLoadingListRecordsAction,PAXBOOKINGINMsgProcessor,AutomaticNotificationAction,CargoFinalActionTDM,ChangeFlightLegStateAction,CheckinMsgProcessor,ClearFlightsAction,TdmCreateLoadingInstructionAction,CreateAndSendFuelOrderAction,SetCKIPaxDistributionAction,SetActualBagWeightIndicatorAction,CrewMsgProcessor,FlightPlanFiguresInMsgProcessor,SendFuelOrderAction,SelectFuelOrderAction,ASMMsgProcessor
human,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.6,11.490837048043586,4.166666666666666,3.2006920415224913,2.437731849496555,1.7793594306049825,1.110250451846114,0.8769182586908864,0.8754751756710055,0.7800063673989176,0.7345984751516501,0.6094104308390023,0.6029285099052542,0.590339892665474,0.549719697382028,0.5013300593411091,0.10758472296933834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
service-acco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,88.50916295195641,95.83333333333334,96.79930795847751,97.56226815050344,98.22064056939502,98.88974954815389,99.12308174130912,99.124524824329,99.21999363260107,99.26540152484836,99.39058956916101,99.39707149009475,99.40966010733453,99.45028030261798,99.49866994065889,99.89241527703066,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
